siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region,huc12
ekt01,"Eckert, Colorado CoAgMet Weather Station",CO,38.8398,-107.973,1683,US/Mountain,9/5/2017,0,0,0,ccc,,T,agrimet,ccc,PN,1.40E+11
elbi,ELK BUTTE,ID,46.83333333,-116.1166667,210.8333333,0,.......................,466,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
elci,Eagle Rock Canal near Hwy 26,ID,43.608703,-111.7982772,4935,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
eld,Elwha Dam and Lake Aldwell,WA,48.09527778,-123.5555556,204,US/Pacific,25:17.7,0,ft,0,,,,hydromet,PNRO,PN,1.71E+11
eldw,Elwha River at Diversion nr Port Angeles,WA,48.11472222,-123.5519444,0,US/Pacific,.......................,12046260,ft,0,,,,hydromet,,PN,1.71E+11
elko,ELK CR NEAR TRAIL,OR,42.66388889,-122.7472222,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.71E+11
elkw,Elwha River abv Lake Mills nr Port Angeles,WA,47.970089,-123.590745,0,US/Pacific,.......................,12044900,ft,0,,,,hydromet,USGS,PN,1.71E+11
elmu,"Elmo, Utah Weather Station",UT,39.421265,-110.83798,1744,US/Mountain,12/3/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.41E+11
elnw,"YAKIMA RIVER NEAR ELLENSBURG ,WA.",WA,47,-120.6,1535,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
elsw,ELBOW LAKE,WA,48.68333333,-121.9,171.6666667,0,.......................,910,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
elww,Elwha River at McDonald Bridge nr Port Angeles,WA,48.054811,-123.583246,200,US/Pacific,.......................,12045500,ft,0,,,,hydromet,usgs,PN,1.71E+11
emcm,EMERY CREEK,MT,48.43333333,-113.9333333,185.5,0,.......................,469,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
emi,"Emigrant Dam and Lake near Ashland, OR",OR,42.16129526,-122.6053697,2100,US/Pacific,07:33.5,,ft,0,cma_google,,,hydromet,,PN,1.71E+11
emiwq,Emigrant Water Quality,OR,42.16129526,-122.6053697,2100,US/Pacific,,,ft,0,unknown,,T,hydromet,,PN,1.71E+11
emm,"Black Canyon Dam and Reservoir near Emmett, ID",ID,43.93049931,-116.4371049,2400,US/Mountain,00:00.0,13249500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
emmi,"PAYETTE RIV AT EMMETT, ID",ID,43.93055556,-116.4416667,0,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.71E+11
emsi,EMIGRANT SUMMIT,ID,42.35,-111.55,234.1666667,0,.......................,471,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.60E+11
enti,Enterprize Canal,ID,43.63055556,-111.6847222,5005,US/Mountain,51:15.1,13037985,ft,0,,,,hydromet,IDWR,PN,1.70E+11
envi,NF Coeur d Alene River at Enaville,ID,47.568889,-116.253333,0,US/Pacific,.......................,12413000,ft,0,,,,hydromet,usgs,PN,1.70E+11
eoro,"EOARC Burns, OR AgriMet Weather Station",OR,43.520722,119.025236,1262,US/Pacific,6/25/2019,,,0,,,,,,PN,
epco,"EPI Canal blw Cobleigh Rd nr Butte Falls,OR",OR,42.578922,-122.621949,0,US/Mountain,,14336100,,0,,,,hydromet,BFO/OWRD,PN,1.71E+11
epto,"Antelope Creek near Eagle Point, OR",OR,42.45555556,-122.8266667,1260,US/Pacific,37:34.2,14348150,ft,0,,,,hydromet,OWRD,PN,1.71E+11
erci,Eagle Rock Canal at Head,ID,43.63055556,-111.6875,5010,US/Mountain,00:00.0,0,ft,0,,,,hydromet,IDWR,PN,1.70E+11
erdy,EAST RIM DIVIDE,WY,43.11666667,-110.2,242.1666667,0,.......................,460,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.40E+11
esni,"Black Canyon Irrigation District, Southside Canal",id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
espo,EMIGRANT SPRINGS,OR,45.55,-118.45,181.3333333,0,.......................,470,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
essi,Emmett Irr Dist Southside Canal (computed etsi-esni),id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
etcw,Ellensburg Town Canal,WA,47.33833333,-120.5963889,1545,US/Pacific,.......................,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
etni,Emmett I.D Northside Canal,ID,43.93055556,-116.4416667,2400,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.71E+11
etsi,Emmett I.D. Southside Canal,ID,43.92442408,-116.441325,2500,US/Mountain,48:38.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
eurn,"Eureka, Nevada AgriMet Weather Station ",NV,39.68527,-115.97861,1797.41,US/Pacific,8/1/2001,,m,0,agrimet_map,,,agrimet,pnro,PN,1.61E+11
evfu,"UCC - Evan's Farm, Utah Weather Station",UT,41.6945,-111.8331667,1382.268,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
evty,"Evanston, Wyoming AgriMet Weather Station",WY,41.19713,-111.02937,2080,US/Mountain,3/9/2015,,,0,,,,agrimet,pnro,PN,1.60E+11
fafi,"Fairfield, Idaho AgriMet Weather Station  ",ID,43.31305,-114.82222,1535.58,US/Mountain,6/25/1987,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
fali,"Falls River near Squirrel, ID",ID,44.06860582,-111.2412151,5589,US/Mountain,00:00.0,13047500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
faln,"Fallon, Nevada AgriMet Weather Station",NV,39.4575,-118.77388,1208.53,US/Pacific,3/28/2001,,m,0,agrimet_map,,,agrimet,pnro,PN,1.61E+11
fari,Farmers Friend Canal (Henrys Fork),ID,43.97388889,-111.6380556,5000,US/Mountain,00:00.0,13049705,ft,0,,,,hydromet,IDWR,PN,1.70E+11
fayi,Falls River above Yellowstone Canal near Squirrel,ID,44.061944,-111.151944,5780,US/Mountain,.......................,13046995,ft,0,,,,hydromet,usgs,PN,1.70E+11
fbni,FRANKLIN BASIN,ID,42.05,-111.6,245.75,0,.......................,484,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.60E+11
fceo,"Umatilla Project Feed Canal near Echo, OR",OR,45.72944444,-119.1783333,530,US/Pacific,18:12.3,14029000,ft,0,,,,hydromet,owrd,PN,1.71E+11
fcfm,"North Fork Flathead River near Columbia Falls, MT",MT,48.49555556,-114.1266667,3146,US/Mountain,00:00.0,12355500,ft,0,,,,hydromet,usgs,PN,1.70E+11
fcko,FISH CREEK,OR,42.7,-118.6166667,245.6666667,0,.......................,477,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
fcso,"Umatilla Project Feed Canal near Hermiston, OR",OR,45.85388889,-119.1719444,623,US/Pacific,48:50.7,14029550,ft,0,,,,hydromet,owrd,PN,1.71E+11
fdrw,Grand Coulee Dam Forebay Water Quality,WA,47.9565996,-118.977412,1290,US/Pacific,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
fdrwq,Grand Coulee Dam Forebay Water Temperature with depth,WA,47.9565996,-118.977412,1290,US/Pacific,1/1/1990,,ft,0,,,T,hydromet,pnro,PN,1.70E+11
ffci,Farmers Friend Canal (Snake River),ID,43.63055556,-111.6888889,5010,US/Mountain,00:00.0,13037980,ft,0,,,,hydromet,IDWR,PN,1.70E+11
fhpi,Fort Hall Michaud Pump,ID,43.92833333,-112.5666667,4450,US/Mountain,.......................,13075900,ft,0,,,,hydromet,IDWR,PN,1.70E+11
fis,"Fish Lake near Ashland, OR",OR,42.37813811,-122.3479876,4648,US/Pacific,07:50.5,,ft,0,cma_google,,,hydromet,,PN,1.71E+11
fiso,FISH LK.,OR,42.36666667,-122.3333333,199.6666667,0,.......................,479,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
fisw,FISH LAKE,WA,47.53333333,-121.0833333,178.1666667,0,.......................,478,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
flaresco,"Flatiron Reservoir, Loveland, Co",CO,40.365,-105.23611,5580,MST,,,,,,,,,,GP,
flgy,"Snake River near Flagg Ranch, WY",WY,44.09914518,-110.667458,0,US/Mountain,00:00.0,13010065,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
flou,"UCC - Flowell, Utah Weather Station",UT,38.9571,-112.0004,1443.228,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
fmci,Fall River Middle Branch Canal,ID,43.97611111,-111.6041667,5020,US/Mountain,.......................,13050016,ft,0,,,,hydromet,IDWR,PN,1.70E+11
fogo,"Forest Grove, Oregon AgriMet Weather Station",OR,45.55305,-123.08361,54.86,US/Pacific,8/29/1991,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
for,"Fourmile Lake near Ashland, OR",OR,42.45592034,-122.2434008,6002,US/Pacific,08:02.0,,ft,0,cma_google,,,hydromet,,PN,1.80E+11
foro,FOURMILE LAKE,OR,42.43333333,-122.2166667,221.5,0,.......................,483,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.80E+11
fppo,Pump Plant F/FF,OR,0,0,4080,,,,,0,,,,hydromet,,PN,
frai,"FALLS RIVER NEAR ASHTON,ID",ID,44.056111,-111.358611,5380,US/Mountain,50:19.6,13047600,ft,0,,,,hydromet,usgs,PN,1.70E+11
frci,Fall River Canal,ID,43.99916667,-111.5280556,5120,US/Mountain,00:00.0,13048560,ft,0,,,,hydromet,IDWR,PN,1.70E+11
frmo,Tualatin River at Farmington (OWRD),OR,45.44944444,-122.9505556,0,US/Pacific,00:00.0,14206500,ft,0,,,,hydromet,owrd,PN,1.71E+11
frnu,"Ferron, Utah Weather Station",UT,39.075554,-111.15426,1830,US/Mountain,12/2/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.41E+11
frr,"Fresno Reservoir Near Havre, Montana",MT,48.60833,-109.94583,2535,MST,,,,,,,,,,GP,
frt02,"Fruita CSU Expt Station, Colorado CoAgMet Weather Station",CO,39.18,-108.7,1377,US/Mountain,6/16/1992,,,0,CoAgMet,,,agrimet,ccc,PN,1.40E+11
fryn,FRY Canyon,NV,0,0,0,,,,,0,,,T,,,PN,
fsho,NF Little Butte Cr below Fish Lake,OR,42.376245,-122.356691,4561,US/Pacific,08:14.4,14342500,ft,0,,,,hydromet,owrd,PN,1.71E+11
fthi,"Fort Hall, Idaho AgriMet Weather Station ",ID,43.07138,-112.43111,1354.84,US/Mountain,4/2/1993,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
ftmm,FLATTOP MTN.,MT,48.8,-113.85,218,0,.......................,482,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
furo,"Furnish Canal above Crayne-Lisle Canal nr Echo, OR",OR,45.69111111,-119.1236111,720,US/Pacific,49:08.0,14026897,ft,0,,,,hydromet,owrd,PN,1.71E+11
fwcn,FAWN CREEK,NV,41.81666667,-116.1,232.6666667,0,.......................,476,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
galo,Gales Creek at Forest Grove (OWRD),OR,45.51055556,-123.1163889,0,US/Pacific,.......................,14204530,ft,0,,,,hydromet,owrd,PN,1.71E+11
gari,GARFIELD R.S.,ID,43.6,-113.9166667,222.3333333,0,.......................,492,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
gaso,"Tualatin River near Gaston, Oregon",OR,45.43638889,-123.1686111,170,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,1.71E+11
gavi,"Garden Valley Ranger Station, ID",ID,44.06269271,-115.9217027,3212,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
gcco,Griffin Creek mouth at Central Point OR,OR,42.39444444,-122.9252778,1205,US/Pacific,10:57.0,14358680,ft,0,,,,hydromet,owrd,PN,1.71E+11
gcdw,"Grand Coulee Dam, Washington AgriMet Weather Station",WA,47.94527,-118.95361,402.34,US/Pacific,4/16/2002,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
gcgw,"Columbia River below Grand Coulee Dam near Barry, WA",WA,48.03351724,-118.9760961,1000,US/Pacific,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
gcjo,GRIFFIN CR BL MURPHY CR,OR,42.27,-122.9136111,0,US/Pacific,54:49.5,14358610,ft,0,,,,hydromet,owrd,PN,1.71E+11
gcky,Glade Creek,WY,44.09981847,-110.7369008,7040,US/Mountain,00:00.0,,ft,0,cma_google_1,,,hydromet,pnro,PN,1.70E+11
gcl,"Grand Coulee Dam, WA",WA,47.95,-118.9833333,1290,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Corps,PN,1.70E+11
gdmm,Gibson Dam Weather Station,MT,47.60166667,-112.7616667,4590,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.00E+11
gdvi,"Grand View, Idaho AgriMet Weather Station",ID,42.9125,-116.05611,786.38,US/Mountain,2/10/1993,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
gdwy,"Gray Reef Dam, Wyoming",WY,42.56556,-106.69889,5335,MST,,,,,,,,,,GP,
ger,Gerber Reservoir,OR,42.20111111,-121.1302778,4835,US/Pacific,23:37.7,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
gerw,"George, Washington AgriMet Weather Station",WA,47.04388,-119.64222,350.52,US/Pacific,5/15/1986,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
gfmt,"Greenfields-Fairfield, MT (GFMT)",MT,47.65853119,-111.8190994,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
gfri,"Glenns Ferry, Idaho AgriMet Weather Station",ID,42.86666,-115.35694,922.02,US/Mountain,4/13/1993,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
ggsi,GRAHAM GUARD STA.,ID,43.95,-115.2666667,209.8333333,0,.......................,496,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
gibr,"Gibson Reservoir, Montana",MT,47.60083,-112.76167,4550,MST,,,,,,,,,,GP,
gilo,"South Fork Little Butte Creek at Gilkey, OR",OR,42.35861111,-122.5086111,2165,US/Pacific,29:51.5,14340800,ft,0,,,,hydromet,owrd,PN,1.71E+11
givi,GIVEOUT,ID,42.4,-111.15,226.5,0,.......................,493,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.60E+11
glaresco,"Grand Lake, Colorado",CO,40.24167,-105.80222,8366,MST,,,,,,,,,,GP,
gldo,GOLD CENTER,OR,44.75,-118.3,208.1666667,0,.......................,494,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
gler,"Glendo Reservoir, Wyoming",WY,42.47722,-104.95056,4520,MST,,,,,,,,,,GP,
glgm,"Glasgow, MT (GLGM)",MT,48.14320374,-106.6093292,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.01E+11
gli,Glines Canyon Dam and Lake Mills,WA,48.00181638,-123.6004512,605,US/Pacific,25:17.7,,ft,0,cma_google,,,hydromet,,PN,1.71E+11
glni,GALENA,ID,43.86666667,-114.6666667,238.5,0,.......................,489,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
glsi,GALENA SUMMIT,ID,43.86666667,-114.7,260.3333333,0,.......................,490,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
gocn,Gold Creek,nv,0,0,0,,,,,0,,,T,,,PN,
golw,"Goldendale, Washington AgriMet Weather Station",WA,45.81194,-120.82444,512.06,US/Pacific,11/27/1991,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
gosi,Goose Creek above Trapper Creek near Oakley,ID,42.126111,-113.935556,0,US/Mountain,.......................,13082500,ft,0,,,,hydromet,usgs,PN,1.70E+11
gplo,Grand Ronde River @ Pierce Rd.,OR,45.34277778,-118.0833333,3143,US/Pacific,00:00.0,0,ft,0,,,,hydromet,CSRO,PN,1.71E+11
grao,ROGUE AT GRANTS PASS,OR,42.430396,-123.317836,0,US/Pacific,00:00.0,14361500,ft,0,,,,hydromet,usgs,PN,1.71E+11
graresco,"Lake Granby Near Granby, Colorado",CO,40.18194,-105.87111,8290,MST,,,,,,,,,,GP,
grcm,GRAVE CREEK,MT,48.9,-114.75,185.6666667,0,.......................,500,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
grcw,GROUSE CAMP,WA,47.26666667,-120.4833333,209.8333333,0,.......................,507,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
grcy,GRANITE CREEK,WY,43.33333333,-110.4333333,222.8333333,0,.......................,497,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
grei,"Grace, Idaho AgriMet Weather Station",ID,42.51496,-111.73606,1661,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.60E+11
greresco,"Green Mountain Reservoir, Summit County, Co",CO,39.87889,-106.31333,7960,MST,,,,,,,,,,GP,
grey,"Greys River above Reservoir near Alpine, WY",WY,43.14296552,-110.9767506,5720,US/Mountain,00:00.0,13023000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
grfu,"UCC - Greenville Farm, Utah Weather Station",UT,41.76648,-111.8105,1413,US/Mountain,1/30/2014,0,0,0,ucc,,T,agrimet,ucc,PN,1.60E+11
grlw,GREEN LAKE,WA,46.53333333,-121.1666667,219.6666667,0,.......................,502,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
grly,GRASSY LAKE,WY,44.11666667,-110.8333333,231.0833333,0,.......................,499,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
groy,"GROS VENTRE RIVER AT ZENITH, WYOMING",WY,43.557222,-110.762778,6260,US/Mountain,55:22.1,13015000,ft,0,,,,hydromet,usgs,PN,1.70E+11
grpo,GREENPOINT,OR,45.61666667,-121.7,176.1666667,0,.......................,504,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
grro,Grand Ronde River @ Rinehart Ln.,OR,45.49666667,-117.9238889,3143,US/Pacific,00:00.0,0,ft,0,,,,hydromet,CSRO,PN,1.71E+11
grs,"Grassy Lake near Moran, WY",WY,44.12965909,-110.8193888,7135,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.70E+11
grsi,"Grouse, ID",ID,43.67726316,-113.6354463,6395,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
grtu,"Grantsville, Utah AgriMet Weather Station",UT,40.530544,-112.756527,1331,US/Mountain,3/10/2015,,m,0,agrimet_map,,,agrimet,pnro,PN,1.60E+11
grvy,GROS VENTRE SUMMIT,WY,43.38333333,-110.1166667,255.8333333,0,.......................,506,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
grzo,"Grizzly, OR",OR,44.517889,-120.94,3635,US/Pacific,55:22.9,0,ft,0,bfo_casad,,,hydromet,BFO,PN,1.71E+11
gspo,"Green Springs Powerplant near Ashland, OR",OR,42.12222222,-122.5463889,2463,US/Pacific,08:29.8,0,ft,0,,,,hydromet,BFO/OWRD,PN,1.71E+11
gspy,"Gunsight Pass, WY",WY,43.36666667,-109.8666667,272.6666667,0,.......................,944,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.40E+11
gsto,"Tualatin River at Gaston, Oregon",OR,45.43888889,-123.1397222,170,US/Pacific,44:40.7,14202510,ft,0,,,,hydromet,owrd,PN,1.71E+11
gthy,Grand Targhee Snotel Site,WY,43.76666667,-110.9166667,264.3333333,0,.......................,1082,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
gun01,"Gunnison, Colorado CoAgMet Weather Station",CO,38.61,-106.9,2406,US/Mountain,2/25/2015,,,0,CoAgMet,,,agrimet,ccc,PN,1.40E+11
guwy,"Guernsey Reservoir, Wyoming",WY,42.28861,-104.7625,4480,MST,,,,,,,,,,GP,
gvii,GrandView Irr. Canal nr Grand View ID (Idaho Power),ID,42.94194444,-115.9905556,0,US/Mountain,42:23.7,13171200,ft,0,,,,hydromet,IDWR,PN,1.71E+11
gvmi,"GrandView Mutual Cnl nr Grand View,ID (Idaho Power)",ID,42.94194444,-115.9905556,0,US/Mountain,42:23.7,13171300,ft,0,,,,hydromet,IDWR,PN,1.71E+11
gvrm,Garver Creek,MT,48.96666667,-115.8166667,185.8333333,0,.......................,918,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
gvsi,"Snake River Irr Canal nr Grand View,ID (Idaho Power)",ID,42.94194444,-115.9905556,0,US/Mountain,42:23.7,13171100,ft,0,,,,hydromet,IDWR,PN,1.71E+11
gwci,Great Western Canal,ID,43.5875,-112.0611111,4750,US/Mountain,00:00.0,13057135,ft,0,,,,hydromet,IDWR,PN,1.70E+11
gwsi,"GREAT WESTERN SPILLBACK NR IDAHO FALLS, IDAHO",ID,43.60027778,-112.0605556,4760,US/Mountain,00:00.0,13057132,ft,0,,,,hydromet,usgs,PN,1.70E+11
hali,BIG WOOD RIVER AT HAILEY,ID,43.51722222,-114.3216667,5295,US/Mountain,00:00.0,13139510,ft,0,,,,hydromet,usgs,PN,1.70E+11
hami,"INL - Hamer,  Idaho Weather Station",ID,44.007417,-112.238833,1476.1464,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
hanm,HAND CREEK,MT,48.3,-114.8333333,197.9166667,0,.......................,510,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
hari,Harrison Canal,ID,43.64416667,-111.7644444,4970,US/Mountain,44:37.5,13038055,ft,0,,,,hydromet,IDWR,PN,1.70E+11
hawm,HAWKINS LAKE,MT,48.96666667,-115.95,222.5,0,.......................,516,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
hay,"Haystack Reservoir near Culver, OR",OR,44.49943634,-121.1544407,2850,US/Pacific,51:33.6,,ft,0,cma_google,,,hydromet,,PN,1.71E+11
hcdi,Snake River at Hells Canyon Dam (Idaho Power),ID,45.25138889,-116.6972222,1500,US/Mountain,00:00.0,,ft,0,,,,hydromet,idpwr,PN,1.71E+11
hcfi,HENRYS FORK BLW COFFEE POT RAPIDS NR MACKS INN,ID,44.48333333,-111.3936111,6310,US/Mountain,00:00.0,13041010,ft,0,,,,hydromet,usgs,PN,1.70E+11
hcko,"Hills Creek Dam Weather Station, Oregon",OR,43.709722,-122.423611,439,US/Pacific,9/25/2002,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
hdqi,"HEADQUARTERS, IDAHO WEATHER STATION",ID,46.63138889,-115.8086111,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,USGS,PN,1.71E+11
hdrbend,Bend HDR Test Station,OR,0,0,0,US/Pacific,55:44.8,0,ft,0,,,,hydromet,BFO,PN,
hdru,"UCC - Hardware Ranch, Utah Weather Station",UT,41.60123333,-111.56685,1695.9072,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
hdrumat,Umatilla HDR Test Station,ID,0,0,0,US/Pacific,20:05.4,0,ft,0,,,,hydromet,Umatilla,PN,
heii,"Snake River near Heise, ID",ID,43.61239853,-111.6598844,5015,US/Mountain,00:00.0,13037500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
hemi,HEMLOCK BUTTE,ID,46.46666667,-115.6333333,211.8333333,0,.......................,520,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
hen,"Henrys Lake Dam on Henrys Fork nr. Lake, ID",ID,44.597222,-111.353611,6457,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.70E+11
heni,"Henrys Fork near Lake, ID",ID,44.59521279,-111.3495995,6451,US/Mountain,00:00.0,13039500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
hero,"Hermiston, Oregon AgriMet Weather Station",OR,45.82111,-119.52138,167.64,US/Pacific,5/17/1983,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
hfai,"Henrys Fork near Ashton, ID",ID,44.0697553,-111.5105203,5095,US/Mountain,00:00.0,13046000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
hgei,HULLS GULCH EAST RIDGE,ID,43.66722222,-116.0991667,5860,US/Mountain,24:40.7,0,ft,0,,,,hydromet,,PN,1.71E+11
hgh,"Hungry Horse Reservoir near Hungry Horse, MT",MT,48.3410759,-114.0135345,3565,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,usgs/kalispell,PN,1.70E+11
hghm,S.Fk. Flathead Riv nr Columbia Falls at Hungry Horse,MT,48.356631,-114.037618,3040,US/Mountain,00:00.0,12362500,ft,0,,,,hydromet,usgs,PN,1.70E+11
hgwm,"Hungry Horse Dam Weather Station, MT",MT,48.34222222,-114.0188889,3180,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.70E+11
hiro,HIGH RIDGE,OR,45.68333333,-118.1,200,0,.......................,523,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
hkby,"Huckleberry Divide, WY",WY,44.04590432,-110.6895394,7300,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
hlmo,HOLLAND MEADOWS,OR,43.66666667,-122.5666667,204.1666667,0,.......................,529,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
hlsi,"Hailey Ranger Station, ID",ID,43.51445609,-114.306501,5306,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
hlti,HILTS CREEK,ID,44.01666667,-113.4666667,246.3333333,0,.......................,524,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
hntu,"Huntington, Utah Weather Station",UT,39.307898,-110.97399,1754,US/Mountain,12/2/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.41E+11
hoom,HOODOO BASIN,MT,46.96666667,-115.0333333,215.8333333,0,.......................,530,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
hopi,"Pend Orielle Lake at Hope, ID",ID,48.25,-116.3166667,2000,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,1.70E+11
hopo,HOGG PASS,OR,44.41666667,-121.85,200.8333333,0,.......................,526,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
hoti,"BRUNEAU RIVER NEAR HOT SPRINGS,ID",ID,42.771111,-115.720278,2598,US/Mountain,00:00.0,13168500,ft,0,,,,hydromet,usgs,PN,1.71E+11
hoxo,"Hood River, Oregon AgriMet Weather Station",OR,45.68444,-121.51805,155.45,US/Pacific,5/19/1987,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
hpco,"Howard Prairie Delivery Canal & Keene Creek Dam, OR",OR,42.12888889,-122.4772222,4412,US/Pacific,08:43.2,0,ft,0,,,,hydromet,BFO,PN,1.80E+11
hpd,"Howard Prairie Lake and Dam near Ashland, OR",OR,42.21663259,-122.3775311,4539,US/Pacific,08:57.4,,ft,0,cma_google,,,hydromet,,PN,1.80E+11
hpwo,"Howard Prairie Dam Weather Station, OR",OR,42.215,-122.3719444,0,US/Pacific,26:44.3,0,ft,0,,,,hydromet,BFO,PN,1.80E+11
hrdm,Hell Roaring Divide Snow Course,MT,48.5,-114.36,5770,,,,,0,,,T,,,PN,1.70E+11
